"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"13539",13539,"charles",1322837927,512275,"02/12/2011 14:58","no",139,119,16.8,0.66,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.13,-20,60,-158,20,603,-333,-60.1,-30.7,-0.17,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,-1.09,1.41,125,-125,-120,730,-31,18,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,121.4062938,31.7663193,15.68156853,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.14,-0.05,2,6,1,-395,474,-56,-87.5,27.3,-150,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26,1.09,-0.23,-436,-251,-7,-473,-319,165,"D"
"13558",13558,"charles",1322837928,652298,"02/12/2011 14:58","no",140,119,16.9,0.13,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.13,-0.21,-22,64,-160,23,599,-328,-38.6,-2.92,-54.3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.75,-0.21,0.82,-80,-58,97,355,153,563,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,98.25583414,41.59676844,-39.01272977,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.08,-0.05,17,35,-16,-316,537,-79,62.3,61,0.67,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.21,-0.21,-305,166,26,-550,676,562,"D"
"13565",13565,"charles",1322837928,832388,"02/12/2011 14:58","no",140,118,17.2,-0.11,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.1,-0.18,-26,63,-162,24,601,-317,-41.4,-18.5,-30,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.77,0.02,0.89,21,-87,0,631,72,308,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,120.4555529,35.48139032,-8.696353767,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,-0.05,-0.11,16,43,-4,-341,529,-67,22.7,77.8,-33.2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,-1.86,-0.43,-343,92,17,-668,503,546,"D"
"13567",13567,"charles",1322837928,896307,"02/12/2011 14:58","no",140,118,17.5,-0.4,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.1,-0.15,-18,61,-159,16,599,-315,-43.6,-22.6,-21.4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.56,-0.08,0.79,47,-86,-35,681,53,214,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,113.6049598,43.19083325,-4.652841427,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,-0.06,0.1,18,39,-2,-342,521,-64,-25.4,78.6,-79.8,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-1.7,-0.31,-348,17,23,-691,392,527,"D"
"13572",13572,"charles",1322837930,112286,"02/12/2011 14:58","no",141,119,17.6,-0.26,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.1,-0.18,-28,63,-163,14,597,-340,-52.6,-31.8,-12.9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,-1.04,0.8,82,-103,-40,722,23,169,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,104.8304294,44.81390806,-25.01959204,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.26,-0.13,7,14,-4,-380,486,-53,-89.1,48.6,-143,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53,2.17,0.21,-427,-175,4,-590,-102,284,"D"
"13599",13599,"charles",1322837931,814126,"02/12/2011 14:58","no",142,117,17.9,-2.12,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.11,-0.18,-17,60,-160,22,604,-309,-65.8,-33.2,5.82,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,-0.1,0.67,147,-131,-108,732,-52,-32,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,99.93056646,56.94439972,4.31464951,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,-0.05,0.05,25,39,2,-317,531,-41,-97.7,50.2,-144,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,-0.79,-0.54,-421,-190,0,-581,-124,209,"D"
"13612",13612,"charles",1322837932,128298,"02/12/2011 14:58","no",143,118,17.8,-2.07,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.16,-0.15,-19,62,-163,19,602,-317,-80.5,-35.5,27,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,-0.5,1.05,151,-138,-215,673,-60,-233,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,107.4034936,46.91455542,15.12845228,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.03,0.08,18,35,6,-348,523,-46,-98.6,23,-145,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,-0.56,-0.02,-428,-307,-33,-372,-434,55,"D"
"13619",13619,"charles",1322837932,512364,"02/12/2011 14:58","no",143,121,16.4,2.29,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.1,-0.21,-24,67,-165,28,591,-340,-58.7,-30.2,-7.88,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,-0.98,0.84,88,-115,-77,728,-13,110,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,125.9931686,27.18691566,14.70010832,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.08,0.05,11,39,6,-360,504,-31,-103,50.8,-140,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.79,1.88,-0.87,-432,-181,3,-571,-151,211,"D"
"13627",13627,"charles",1322837933,16269,"02/12/2011 14:58","no",144,116,15.9,2.53,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.13,-0.46,-27,56,-155,35,619,-285,-39,-13.7,-45.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,-0.95,0.64,-20,-53,46,499,139,468,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,125.9931686,27.18691566,14.70010832,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.08,0.05,11,39,6,-360,504,-31,7.71,87.9,-36.2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,1.59,0.97,-383,11,62,-689,399,527,"D"
"13642",13642,"eurico",1322489685,522633,"28/11/2011 14:14","no",279,-2.68,2.19,-88.4,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,0.08,0.25,-8,-18,11,32,596,-376,106,-38.8,-7.73,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-0.11,0.48,159,58,-282,722,-103,-117,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,68.11196259,2.099031534,-88.92264578,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.08,-0.03,1,30,-37,-494,229,219,175,13.8,-18.9,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,-1.59,0.33,173,-26,167,520,-517,14,"D"
"13643",13643,"eurico",1322489685,562639,"28/11/2011 14:14","no",279,-1.97,1.76,-88.1,1,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,0.14,0.48,-4,-11,7,30,587,-405,106,-38.8,-7.17,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,-0.11,0.38,162,52,-287,719,-84,-110,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,68.11196259,2.099031534,-88.92264578,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.08,-0.03,1,30,-37,-494,229,219,175,13.4,-16.2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-1.73,0.02,193,3,174,525,-492,8,"D"
"13648",13648,"eurico",1322489685,878743,"28/11/2011 14:14","no",279,7.85,-0.97,-84.9,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.21,1.13,11,-1,-12,65,491,-526,84.6,-37.2,37.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92,-0.82,0.72,43,116,-80,647,14,296,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,24.48287409,-3.463409169,-132.343026,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,-0.21,0.02,-1,7,-28,-504,200,251,-179,13.9,17.7,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,-2.41,0.1,210,229,176,316,107,-158,"D"
"13650",13650,"eurico",1322489685,958685,"28/11/2011 14:14","no",279,12.7,-1.56,-83.7,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.05,0.36,4,37,-33,78,437,-566,73.9,-23.6,61.6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-0.83,0.34,-40,163,-18,447,109,485,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,127.6547602,-20.65411303,-20.65411303,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,-0.11,-0.21,-3,14,-3,-500,182,254,-176,13.5,42.7,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,-3.07,0.13,65,315,189,35,523,-293,"D"
"13667",13667,"eurico",1322489686,486647,"28/11/2011 14:14","no",280,-2.15,0.68,-85.3,1,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,-0.21,-1.15,-6,11,-1,58,550,-451,76.3,10.3,124,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,0,0.05,-225,150,-102,-432,287,495,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.653088706,-43.75878888,-112.9064176,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,-176,2.55,117,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.39,0.26,-88,290,226,-743,1160,-513,"D"
"13669",13669,"eurico",1322489686,582654,"28/11/2011 14:14","no",280,-6.57,0.28,-86.3,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,-0.24,-1.12,-2,-9,18,38,577,-394,75.6,9.2,123,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.77,0.13,-0.15,-239,164,-89,-408,281,520,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.653088706,-43.75878888,-112.9064176,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,-175,3.8,113,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51,0.88,0.72,-90,307,215,-705,1150,-514,"D"
"13683",13683,"eurico",1322489687,150653,"28/11/2011 14:14","no",281,-21.2,1.93,-90.6,10,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,0.02,0.08,-24,-10,94,-3,661,-224,75.5,-34.6,37.1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.97,0.61,-1.03,30,98,-74,676,-65,241,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.653088706,-43.75878888,-112.9064176,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,179,12.6,15.8,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,3.63,0.11,191,122,170,520,-318,-4,"D"
"13688",13688,"eurico",1322489687,298769,"28/11/2011 14:14","no",281,-18.5,2.36,-90.1,9,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.11,0.49,-29,-8,81,7,650,-247,91.4,-41.9,5.42,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,-0.16,0.25,147,49,-229,740,-115,-21,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.653088706,-43.75878888,-112.9064176,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,175,14.8,-17.4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88,0.96,0.77,144,-51,171,511,-586,23,"D"
"13693",13693,"eurico",1322489687,458708,"28/11/2011 14:14","no",281,-14.5,2.44,-89.4,7,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.14,0.8,-20,-9,61,21,633,-303,96.6,-40.9,2,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,-0.19,0.52,170,48,-243,729,-104,-39,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.653088706,-43.75878888,-112.9064176,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,176,17.5,-21.5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,-0.74,0.33,149,-87,158,485,-559,4,"D"
"13696",13696,"eurico",1322489687,546658,"28/11/2011 14:14","no",281,-8.46,2.73,-88.2,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.24,1.05,-12,-6,30,34,612,-362,92.5,-40.5,11.5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,-0.31,0.23,138,63,-190,732,-85,53,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.653088706,-43.75878888,-112.9064176,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,178,17.3,-13.6,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-2.17,-0.08,183,-9,161,503,-451,-19,"D"
"13699",13699,"eurico",1322489687,738652,"28/11/2011 14:14","no",281,4.88,1.14,-83.7,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,0.51,1.38,3,-23,1,87,509,-503,72.6,-31.2,49.1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03,-0.79,0.41,3,119,-35,554,44,406,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.653088706,-43.75878888,-112.9064176,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,-176,14.5,19.4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26,-3.82,-0.11,210,246,180,324,67,-150,"D"
"13710",13710,"eurico",1322489688,2896,"28/11/2011 14:14","no",282,14.4,-4.16,-79.7,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,-0.05,-0.08,16,9,-33,101,392,-597,73.1,6.86,104,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,-0.45,0.41,-249,181,-61,-279,286,601,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.653088706,-43.75878888,-112.9064176,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,-172,7.95,89.7,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,-1.61,-0.44,-24,319,198,-506,1080,-512,"D"
"13719",13719,"eurico",1322489688,406625,"28/11/2011 14:14","no",282,3.97,-1.42,-80.7,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-0.19,-0.8,12,2,-20,90,481,-528,74.9,12.5,125,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51,0,-0.02,-236,150,-99,-440,271,498,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.653088706,-43.75878888,-112.9064176,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,-173,2.01,116,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.5,0.11,-108,266,200,-735,1170,-545,"D"
"13723",13723,"eurico",1322489688,514668,"28/11/2011 14:14","no",282,-1.35,-1.95,-81.6,1,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,-0.18,-0.98,2,-12,-8,80,525,-490,73.8,10.1,119,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.57,0.14,0.05,-243,175,-78,-389,277,544,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.653088706,-43.75878888,-112.9064176,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,-174,0.7,117,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,-0.11,0.31,-113,260,200,-729,1170,-544,"D"
"13735",13735,"eurico",1322489692,14780,"28/11/2011 14:14","no",283,8.17,-1.09,-80.7,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,0.26,1.1,23,7,-15,93,467,-546,72.2,-1.78,92.6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,-0.59,0.05,-193,190,-30,-85,279,618,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.53019399,-63.49037728,-86.0011481,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,-0.63,-0.8,-72,-33,-92,-578,146,139,177,16.4,-14.5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-5.23,-0.61,85,127,165,484,-464,-35,"D"
"13755",13755,"eurico",1322489692,874705,"28/11/2011 14:14","no",283,-10.4,0.97,-84.2,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,-0.24,-0.97,-8,-11,34,53,599,-385,73.6,2.57,113,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.53,0.42,-0.21,-204,189,-78,-263,304,566,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,57.74309776,21.48815809,94.46307444,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.39,-0.11,25,64,95,-181,314,422,-176,9.87,97.5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,3.52,0.92,-134,404,184,-670,1240,-595,"D"
"13756",13756,"eurico",1322489692,918642,"28/11/2011 14:14","no",283,-12.2,0.71,-84.7,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.22,-1,-12,1,39,46,607,-346,73,0.14,110,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.69,0.51,-0.21,-192,191,-65,-213,306,590,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,61.72180983,30.11503712,86.27502039,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.37,-0.08,41,80,105,-160,316,431,-176,11,87.7,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,3.95,0.97,-97,410,186,-429,1030,-495,"D"
